source,label,rules,sentence
Accadia,ladin,template_boilerplate,Accadia ie n chemun talian te la provinzia de Foggia te la Puglia.
Accadia,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 2 426 sun na spersa de 30,48 km²."
Acceglio,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 173 sun na spersa de 151,94 km²."
Accettura,ladin,template_boilerplate,Accettura ie n chemun talian te la provinzia de Matera te la Basilicata.
Accettura,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 1 945 sun na spersa de 89,27 km²."
Acciano,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 339 sun na spersa de 32,36 km²."
Accident_(Maryland),ladin,template_boilerplate,Accident ie na zità tl Maryland te i Stac Unii d’America.
Accident_(Maryland),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 368 sun na spersa de 1,3 km²."
Accident_(Maryland),ladin,template_boilerplate,Accident fej pert de la contea Garrett.
Accokeek_(Maryland),ladin,template_boilerplate,Accokeek ie na zità tl Maryland te i Stac Unii d’America.
Accokeek_(Maryland),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 11 590 sun na spersa de 71,1 km²."
Accokeek_(Maryland),ladin,template_boilerplate,Accokeek fej pert de la contea Prince George's.
Accomac_(Virginia),ladin,template_boilerplate,Accomac ie n luech tl Virginia te i Stac Unii d’America.
Accomac_(Virginia),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 855 sun na spersa de 1,1 km²."
Accomac_(Virginia),ladin,template_boilerplate,Accomac fej pert de la contea Accomack.
Accord_(New_York),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 555 sun na spersa de 8,8 km²."
Accord_(New_York),ladin,template_boilerplate,Accord fej pert de la contea Ulster.
Accoville_(West_Virginia),ladin,template_boilerplate,Accoville ie n luech tl West Virginia te i Stac Unii d’America.
Accoville_(West_Virginia),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 765 sun na spersa de 8,4 km²."
Accoville_(West_Virginia),ladin,template_boilerplate,Accoville fej pert de la contea Logan.
Accumoli,ladin,template_boilerplate,Accumoli ie n chemun talian te la provinzia de Rieti te la Toscana.
Accumoli,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 682 sun na spersa de 86,89 km²."
Acebedo,ladin,template_boilerplate,Acebedo ie n chemun de la Spania te la provinzia de León de la Castilia y León.
Acebedo,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 185 ti cunfins dl chemun, sun na spersa de 50,18 km²."
Acebo,ladin,template_boilerplate,Acebo ie n chemun de la Spania te la provinzia de Cáceres de l'Extremadura.
Acebo,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 542 ti cunfins dl chemun, sun na spersa de 57,4 km²."
Acebuche_(crëp),ladin,template_boilerplate,L Acebuche ie n crëp te la Spania.
Acedera,ladin,template_boilerplate,Acedera ie n chemun de la Spania te la provinzia de Badajoz de l'Extremadura.
Acedera,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 816 ti cunfins dl chemun, sun na spersa de 82,5 km²."
Acehúche,ladin,template_boilerplate,Acehúche ie n chemun de la Spania te la provinzia de Cáceres de l'Extremadura.
Acehúche,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 816 ti cunfins dl chemun, sun na spersa de 91 km²."
Aceituna,ladin,template_boilerplate,Aceituna ie n chemun de la Spania te la provinzia de Cáceres de l'Extremadura.
Aceituna,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 588 ti cunfins dl chemun, sun na spersa de 40 km²."
Aceitunas_(Puerto_Rico),ladin,template_boilerplate,Aceitunas ie n luech tl Puerto Rico te i Stac Unii d’America.
Aceitunas_(Puerto_Rico),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 2 085 sun na spersa de 2,2 km²."
Aceitunas_(Puerto_Rico),ladin,template_boilerplate,Aceitunas fej pert de la contea Moca.
Acequia_(Idaho),ladin,template_boilerplate,Acequia ie na zità tl Idaho te i Stac Unii d’America.
Acequia_(Idaho),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 223 sun na spersa de 1,4 km²."
Acequia_(Idaho),ladin,template_boilerplate,Acequia fej pert de la contea Minidoka.
Acered,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 138 ti cunfins dl chemun, sun na spersa de 30,404091 km²."
Acerenza,ladin,template_boilerplate,Acerenza ie n chemun talian te la provinzia de Potenza te la Basilicata.
Acerenza,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 2 501 sun na spersa de 77,13 km²."
Acerno,ladin,template_boilerplate,Acerno ie n chemun talian te la provinzia de Salerno te la Campania.
Acerno,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 2832 sun na spersa de 72,36 km²."
Acerra,ladin,template_boilerplate,Acerra ie n chemun talian te la zità metropolitana de Napoli te la Campania.
Acerra,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 56 909 sun na spersa de 54,08 km²."
Aceruta,ladin,template_boilerplate,L toca pra la ciadëina de crëps Andes y à na autëza de 5 400 metri.
Aceuchal,ladin,template_boilerplate,Aceuchal ie n chemun de la Spania te la provinzia de Badajoz de l'Extremadura.
Aceuchal,ladin,template_boilerplate,"Tl 2018 ovel na populazion de 5 456 ti cunfins dl chemun, sun na spersa de 63,1 km²."
Achachi_Qala,ladin,template_boilerplate,L Achachi Qala ie n crëp te la Bolivia.
Achachi_Qala,ladin,template_boilerplate,L toca pra la ciadëina de crëps Andes y à na autëza de 4 505 metri.
Achacollo,ladin,template_boilerplate,L toca pra la ciadëina de crëps Andes y à na autëza de 5 690 metri.
Achada_do_Teixeira,ladin,template_boilerplate,L à na autëza de 1 600 metri.
Achaipalli,ladin,template_boilerplate,Achaipalli ie n luech te l'India tl stat federel Telangana.
Achaipalli,ladin,template_boilerplate,L ie tl Mulugu Mandal dl raion Warangal.
Achaipalli,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 077.
Achal,ladin,template_boilerplate,Achal ie n luech te l'India tl stat federel Punjab (India).
Achal,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 470.
Achalm,ladin,template_boilerplate,L Achalm ie n crëp te la Germania.
Achalm,ladin,template_boilerplate,"L toca pra la ciadëina de crëps Schwäbische Alb y à na autëza de 706,5 metri."
Achammanahalli,ladin,template_boilerplate,Achammanahalli ie n luech te l'India tl stat federel Karnataka.
Achammanahalli,ladin,template_boilerplate,L ie tl Pavagada Taluk dl raion Tumakuru.
Achammanahalli,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 393.
Achampalli,ladin,template_boilerplate,Achampalli ie n luech te l'India tl stat federel Karnataka.
Achampalli,ladin,template_boilerplate,L ie tl Srinivaspur Taluk dl raion Kolar.
Achampalli,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 341.
Achampet,ladin,template_boilerplate,Achampet ie n luech te l'India tl stat federel Telangana.
Achampet,ladin,template_boilerplate,L ie tl Yeldurthy dl raion Medak.
Achampet,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 010.
Achanda,ladin,template_boilerplate,Achanda ie n luech te l'India tl stat federel Bengal dl Vest.
Achanda,ladin,template_boilerplate,Tl 2011 ovel na populazion de 711.
Achanta,ladin,template_boilerplate,Achanta ie n luech te l'India tl stat federel Andhra Pradesh.
Achanta,ladin,template_boilerplate,Tl 2011 ovel na populazion de 19 507.
Achanta_Vemavaram,ladin,template_boilerplate,Tl 2011 ovel na populazion de 7 566.
Achanur,ladin,template_boilerplate,Achanur ie n luech te l'India tl stat federel Karnataka.
Achanur,ladin,template_boilerplate,L ie tl Bagalkot Taluk dl raion Bagalkot.
Achanur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 844.
Achappana_Koppalu,ladin,template_boilerplate,Achappana Koppalu ie n luech te l'India tl stat federel Karnataka.
Achappana_Koppalu,ladin,template_boilerplate,L ie tl Shrirangapattana dl raion Mandya.
Achappana_Koppalu,ladin,template_boilerplate,Tl 2011 ovel na populazion de 927.
Acharnarsapur,ladin,template_boilerplate,Acharnarsapur ie n luech te l'India tl stat federel Karnataka.
Acharnarsapur,ladin,template_boilerplate,L ie tl Gangawati Taluk dl raion Koppal.
Acharnarsapur,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 526.
Acharul,ladin,template_boilerplate,Acharul ie n luech te l'India tl stat federel Bengal dl Vest.
Acharul,ladin,template_boilerplate,Tl 2011 ovel na populazion de 729.
Achasan,ladin,template_boilerplate,L à na autëza de 287 metri.
Achau,ladin,template_boilerplate,"Ai 1 de jené 2022Template:FormatDate/Wartung/Error ovel na populazion de 1 517 sun na spersa de 11,88 km²."
Achberg,ladin,template_boilerplate,Achberg ie n chemun te la Germania tl Landkreis Ravensburg dl stat federel Baden-Württemberg.
Achberg,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 1 745 sun na spersa de 12,92 km²."
Achen,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 001.
Achenheim,ladin,template_boilerplate,Tl 2019 ovel na populazion de 2 145.
Achenkirch,ladin,template_boilerplate,"Ai 1 de jené 2021Template:FormatDate/Wartung/Error ovel na populazion de 2 169 sun na spersa de 113,95 km²."
Achenkircher_Hochplatte,ladin,template_boilerplate,L Achenkircher Hochplatte ie n crëp te l'Austria.
Achenkircher_Hochplatte,ladin,template_boilerplate,L toca pra la ciadëina de crëps Vorkarwendel y à na autëza de 1 813 metri.
Acherkogel,ladin,template_boilerplate,L Acherkogel ie n crëp te l'Austria.
Acherkogel,ladin,template_boilerplate,L toca pra la ciadëina de crëps Elpes de Stubai y à na autëza de 3 007 metri.
Achern,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 25 615 sun na spersa de 65,24 km²."
Achhaipara,ladin,template_boilerplate,Achhaipara ie n luech te l'India tl stat federel Bengal dl Vest.
Achhaipara,ladin,template_boilerplate,L ie tl Ilambazar community development block dl raion Bolpur.
Achhalal_Hatta(Rong_Bong_Basty),ladin,template_boilerplate,L ie tl Jorebunglow Sukhiapokhri community development block dl raion Darjeeling Sadar.
Achhalal_Hatta(Rong_Bong_Basty),ladin,template_boilerplate,Tl 2011 ovel na populazion de 3 508.
Achhoan,ladin,template_boilerplate,Achhoan ie n luech te l'India tl stat federel Bengal dl Vest.
Achhoan,ladin,template_boilerplate,L ie tl Burwan community development block dl raion Kandi.
Achhoan,ladin,template_boilerplate,Tl 2011 ovel na populazion de 2 219.
Achhra,ladin,template_boilerplate,Achhra ie n luech te l'India tl stat federel Bengal dl Vest.
Achhra,ladin,template_boilerplate,L ie tl Nabagram community development block dl raion Lalbag.
Achhra,ladin,template_boilerplate,Tl 2011 ovel na populazion de 3 659.
Achicourt,ladin,template_boilerplate,Tl 2019 ovel na populazion de 7 878.
Achila,ladin,template_boilerplate,L à na autëza de 872 metri.
Achillbeg,ladin,template_boilerplate,L Achillbeg ie n crëp te l'Irlanda.
Achillbeg,ladin,template_boilerplate,L à na autëza de 110 metri.
Achille_(Oklahoma),ladin,template_boilerplate,Achille ie na zità tl Oklahoma te i Stac Unii d’America.
Achille_(Oklahoma),ladin,template_boilerplate,Achille fej pert de la contea Bryan.
Achim_(Landkreis_Verden),ladin,template_boilerplate,Achim ie n chemun te la Germania tl Landkreis Verden dl stat federel Niedersachsen.
Achim_(Landkreis_Verden),ladin,template_boilerplate,"Tl 2020 ovel na populazion de 32 084 sun na spersa de 68,06 km²."
Achina_(K),ladin,template_boilerplate,Achina (K) ie n luech te l'India tl stat federel Bengal dl Vest.
Achina_(K),ladin,template_boilerplate,L ie tl Mandirbazar community development block dl raion Diamond Harbour.
Achina_(K),ladin,template_boilerplate,Tl 2011 ovel na populazion de 3 197.
Achintya_Nagar,ladin,template_boilerplate,Achintya Nagar ie n luech te l'India tl stat federel Bengal dl Vest.
Achintya_Nagar,ladin,template_boilerplate,Tl 2011 ovel na populazion de 6 181.
Achishkho,ladin,template_boilerplate,L Achishkho ie n crëp te la Ruscia.
Achishkho,ladin,template_boilerplate,L toca pra la ciadëina de crëps Gran Caucas y à na autëza de 2 391 metri.
Achkoda,ladin,template_boilerplate,Achkoda ie n luech te l'India tl stat federel Bengal dl Vest.
Achkoda,ladin,template_boilerplate,L ie tl Neturia community development block dl raion Raghunathpur.
Achkoda,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 178.
Achlum,ladin,template_boilerplate,Achlum ie n luech ti Paejes Basc che toca pra l chemun de Waadhoeke te la provinzia de Friesland.
Achola,ladin,template_boilerplate,Achola ie n luech te l'India tl stat federel Karnataka.
Achola,ladin,template_boilerplate,L ie tl Yadgir Taluk dl raion Yadgir.
Achola,ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 147.
Acholi_Mountains,ladin,template_boilerplate,Si pont plu aut ie a 1 819 metri.
Achselköpfe,ladin,template_boilerplate,L Achselköpfe ie n crëp te la Germania.
Achselköpfe,ladin,template_boilerplate,L toca pra la ciadëina de crëps Kocheler Berge y à na autëza de 1 710 metri.
Achslach,ladin,template_boilerplate,Achslach ie n chemun te la Germania tl Landkreis Regen dl stat federel Paiern.
Achslach,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 959 sun na spersa de 30,04 km²."
Achstetten,ladin,template_boilerplate,Achstetten ie n chemun te la Germania tl Landkreis Biberach dl stat federel Baden-Württemberg.
Achstetten,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 5 020 sun na spersa de 23,38 km²."
Acht_(Germania),ladin,template_boilerplate,"Tl 2020 ovel na populazion de 77 sun na spersa de 3,79 km²."
Achtelsbach,ladin,template_boilerplate,Achtelsbach ie n chemun te la Germania tl Landkreis Birkenfeld dl stat federel Rheinland-Pfalz.
Achtelsbach,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 401 sun na spersa de 9,7 km²."
Achterberg,ladin,template_boilerplate,Achterberg ie n luech ti Paejes Basc che toca pra l chemun de Rhenen te la provinzia de Utrecht.
Achtermannshöhe,ladin,template_boilerplate,L Achtermannshöhe ie n crëp te la Germania.
Achterveld_(Barneveld),ladin,template_boilerplate,Achterveld ie n luech ti Paejes Basc che toca pra l chemun de Barneveld te la provinzia de Gelderland.
Achterveld_(Leusden),ladin,template_boilerplate,Achterveld ie n luech ti Paejes Basc che toca pra l chemun de Leusden te la provinzia de Utrecht.
Achterwehr,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 1 043 sun na spersa de 15,66 km²."
Achtrup,ladin,template_boilerplate,Achtrup ie n chemun te la Germania tl Kreis Nordfriesland dl stat federel Schleswig-Holstein.
Achtrup,ladin,template_boilerplate,"Tl 2020 ovel na populazion de 1 502 sun na spersa de 29,9 km²."
Achuki_(Aurangabad_(Bihar),ladin,template_boilerplate,Tl 2011 ovel na populazion de 1 781.
Achuqallani,ladin,template_boilerplate,L toca pra la ciadëina de crëps Andes y à na autëza de 5 000 metri.
Achuri,ladin,template_boilerplate,Achuri ie n luech te l'India tl stat federel Bengal dl Vest.
Achuri,ladin,template_boilerplate,L ie tl Bankura I community development block dl raion Bankura Sadar.
Achuri,ladin,template_boilerplate,Tl 2011 ovel na populazion de 3 386.
Achères-la-Forêt,ladin,template_boilerplate,Tl 2019 ovel na populazion de 1 134.
Aci_Bonaccorsi,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 3370 sun na spersa de 1,7 km²."
Aci_Castello,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 18039 sun na spersa de 8,65 km²."
Aci_Catena,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 28722 sun na spersa de 8,45 km²."
Aci_Sant'Antonio,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 17474 sun na spersa de 14,27 km²."
Acireale,ladin,template_boilerplate,Acireale ie n chemun talian te la zità metropolitana de Catania te la Sizilia.
Acireale,ladin,template_boilerplate,"Tl 2021 ovel na populazion de 51402 sun na spersa de 39,96 km²."
Acker_Peak,ladin,template_boilerplate,L Acker Peak ie n crëp ti Stac Unii.
Ackerlspitze,ladin,template_boilerplate,L Ackerlspitze ie n crëp te l'Austria.
Ackerlspitze,ladin,template_boilerplate,L toca pra la ciadëina de crëps Crëps Kaiser y à na autëza de 2 329 metri.
Ackerly_(Texas),ladin,template_boilerplate,Ackerly ie na zità tl Texas te i Stac Unii d’America.
Ackerly_(Texas),ladin,template_boilerplate,Ackerly fej pert de la contea Martin.
Ackerman_(Mississippi),ladin,template_boilerplate,Ackerman ie n luech tl Mississippi te i Stac Unii d’America.
Ackerman_(Mississippi),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 700 sun na spersa de 5,8 km²."
Ackerman_(Mississippi),ladin,template_boilerplate,Ackerman fej pert de la contea Choctaw.
Ackermanville_(Pennsylvania),ladin,template_boilerplate,Ackermanville ie na zità te la Pennsylvania te i Stac Unii d’America.
Ackermanville_(Pennsylvania),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 398 sun na spersa de 3,6 km²."
Ackermanville_(Pennsylvania),ladin,template_boilerplate,Ackermanville fej pert de la contea Northampton.
Ackerson_Mountain,ladin,template_boilerplate,L Ackerson Mountain ie n crëp ti Stac Unii.
Ackley_(Iowa),ladin,template_boilerplate,Ackley ie n luech tl Iowa te i Stac Unii d’America.
Ackley_(Iowa),ladin,template_boilerplate,"Tl 2019 ovel na populazion de 1 788 sun na spersa de 6,4 km²."
Ackley_(Iowa),ladin,template_boilerplate,Ackley fej pert de la contea Hardin.
Acklington,ladin,template_boilerplate,Acklington ie n luech te la Nghiltiera te la contea zeremoniela Northumberland.
Ackworth,ladin,template_boilerplate,Tl 2019 ovel na populazion de 5 281 abitanc.
Ackworth_(Iowa),ladin,template_boilerplate,Ackworth ie na zità tl Iowa te i Stac Unii d’America.
Ackworth_(Iowa),ladin,template_boilerplate,"Tl 2019 ovela na populazion de 212 sun na spersa de 1,4 km²."
Ackworth_(Iowa),ladin,template_boilerplate,Ackworth fej pert de la contea Warren.
Acle_(Norfolk),ladin,template_boilerplate,Acle ie n luech te la Nghiltiera te la contea zeremoniela Norfolk.
Acle_(Norfolk),ladin,template_boilerplate,Tl 2019 ovel na populazion de 2 824 abitanc.
